"id","options_tsid","extra_tsid","created_at","updated_at"
"1646","24043","3513","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1647","24351","3789","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1648","44963","6043","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1649","2276","168","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1650","2277","168","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1651","2280","168","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1652","44871","5999","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1653","45087","6073","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1654","46682","100","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1655","24634","3838","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1656","24778","3908","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1657","24046","3409","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1658","26189","4401","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1659","26190","4404","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1660","24047","3409","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1661","24779","3908","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1662","24635","3838","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1663","46683","100","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1664","45088","6078","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1665","44872","5999","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1666","2281","168","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1667","768","60","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1668","769","60","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1669","1047","85","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1670","1048","85","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1671","22247","3419","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1672","22859","3420","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1673","22860","3420","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1674","22248","3419","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1675","22249","3419","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1676","22861","3420","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1677","22862","3420","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1678","22250","3419","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1679","24069","7301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1680","8981","7302","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1681","8956","7300","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1682","8957","7300","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1683","10071","7302","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1684","24216","3604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1685","24071","7301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1686","24217","3604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1687","24070","7301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1688","10072","7302","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1689","8958","7300","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1690","8959","7300","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1691","10073","7302","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1692","24218","3604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1693","24072","7301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1694","24073","7301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1695","24219","3604","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1696","10074","7302","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1697","8960","7300","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1698","873","72","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1699","876","72","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1700","879","72","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1701","880","72","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1702","883","72","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1703","888","72","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1704","905","74","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1705","17259","2913","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1706","31258","4893","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1707","31259","4893","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1708","17260","2913","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1709","906","74","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1710","968","77","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1711","969","77","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1712","972","77","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1713","973","77","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1714","1083","89","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1715","1087","89","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1716","1041","84","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1717","1044","84","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1718","1395","113","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1719","1427","116","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1720","1355","107","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1721","1327","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1722","2022","162","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1723","1379","111","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1724","1367","110","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1725","1371","110","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1726","2833","366","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1727","4267","925","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1728","10315","1935","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1729","1297","105","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1730","1261","102","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1731","3069","397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1732","6301","1473","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1733","5131","1223","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1734","49213","6592","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1735","64632","8546","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1736","64652","8552","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1737","64612","8540","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1738","5130","1246","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1739","1265","102","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1740","1123","94","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1741","1127","94","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1742","1131","94","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1743","1143","95","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1744","6072","1406","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1745","6073","1406","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1746","6073","1396","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1747","13514","2404","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1748","1191","99","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1749","1343","109","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1750","45096","6080","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1751","26146","4373","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1752","6071","1406","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1753","13638","2428","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1754","1149","96","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1755","24346","3789","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1756","44958","6043","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1757","1157","96","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1758","1543","129","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1759","1547","130","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1760","21330","3337","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1761","45014","6052","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1762","25480","4245","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1763","1919","149","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1764","1169","97","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1765","66532","9296","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1766","66501","9291","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1767","66563","9301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1768","66668","9333","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1769","66637","9328","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1770","1067","87","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1771","1068","87","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1772","1055","86","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1773","1056","86","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1774","1269","103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1775","1059","86","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1776","1273","103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1777","1060","86","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1778","1071","87","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1779","1072","87","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1780","1277","103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1781","1281","104","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1782","1285","104","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1783","1289","4470","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1784","1293","104","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1785","1323","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1786","1331","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1787","1335","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1788","25644","4285","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1789","23521","3428","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1790","45044","6064","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1791","1503","124","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1792","1084","89","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1793","1088","89","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1794","1399","114","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1795","16203","514","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1796","1403","114","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1797","1407","114","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1798","62958","8174","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1799","1410","114","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1800","1431","117","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1801","1434","117","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1802","1463","121","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1803","6577","1491","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1804","1415","115","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1805","3010","396","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1806","27175","111","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1807","3014","396","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1808","1419","115","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1809","1124","94","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1810","1128","94","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1811","1132","94","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1812","1467","121","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1813","1982","154","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1814","6580","1490","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1815","4535","1052","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1816","64858","8672","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1817","64870","8680","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1818","64882","8688","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1819","1511","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1820","1512","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1821","1515","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1822","1516","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1823","1519","126","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1824","1520","126","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1825","1523","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1826","1524","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1827","1527","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1828","1528","125","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1829","1396","113","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1830","1144","95","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1831","1428","116","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1832","1328","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1833","1356","107","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1834","2023","162","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1835","1368","110","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1836","1380","111","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1837","1372","110","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1838","2834","366","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1839","4268","926","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1840","10316","1935","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1841","1300","105","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1842","1262","102","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1843","3070","397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1844","64653","8552","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1845","64633","8546","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1846","64613","8540","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1847","1266","102","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1848","1344","109","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1849","1192","99","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1850","13515","2404","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1851","6114","1429","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1852","6074","1397","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1853","6074","1406","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1854","26147","4374","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1855","45097","6082","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1856","66871","9356","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1857","44959","6043","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1858","24347","3789","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1859","13639","2428","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1860","1150","96","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1861","1158","96","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1862","1544","129","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1863","1548","130","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1864","21331","3337","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1865","25481","4274","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1866","45015","6055","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1867","1918","149","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1868","1170","97","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1869","66638","9328","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1870","66669","9333","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1871","66564","9301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1872","66502","9291","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1873","66533","9296","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1874","1270","103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1875","1274","103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1876","1278","103","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1877","1282","104","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1878","1286","104","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1879","1290","4470","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1880","1294","104","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1881","1324","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1882","1332","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1883","1336","108","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1884","45045","6064","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1885","25645","4285","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1886","23522","3428","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1887","1504","124","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1888","1400","114","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1889","16204","515","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1890","1404","114","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1891","1416","115","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1892","3011","396","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1893","27176","111","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1894","1468","121","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1895","4536","1053","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1896","64883","8691","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1897","64871","8683","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1898","64859","8675","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1899","1535","127","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1900","1536","127","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1901","1539","127","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1902","1540","127","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1903","1497","123","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1904","3798","695","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1905","13404","2389","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1906","63859","8311","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1907","63883","8315","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1908","63907","8319","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1909","63908","8319","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1910","63884","8315","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1911","63860","8311","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1912","13405","2389","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1913","6184","1378","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1914","3799","695","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1915","1498","123","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1916","1475","122","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1917","1391","113","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1918","1423","116","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1919","1441","118","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1920","1455","120","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1921","1363","110","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1922","1387","112","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1923","1347","107","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1924","1307","106","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1925","1221","100","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1926","1876","142","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1927","1864","141","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1928","1555","101","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1929","1828","136","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1930","1689","131","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1931","1994","155","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1932","1165","97","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1933","3964","758","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1934","3756","682","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1935","3580","611","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1936","4244","932","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1937","4336","967","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1938","4365","974","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1939","4139","851","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1940","4020","787","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1941","2830","366","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1942","2891","384","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1943","3183","438","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1944","2649","327","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1945","2708","339","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1946","3217","447","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1947","3236","453","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1948","3501","581","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1949","3537","598","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1950","3455","561","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1951","3424","543","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1952","6329","1478","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1953","6552","1483","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1954","6275","1469","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1955","8852","1603","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1956","8818","1590","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1957","7573","1548","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1958","5994","1374","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1959","5518","1301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1960","5479","1299","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1961","5584","1325","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1962","4543","893","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1963","4559","1066","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1964","4440","1000","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1965","4467","1017","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1966","4486","1024","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1967","4690","1132","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1968","4742","1158","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1969","4712","1144","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1970","4724","1149","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1971","4732","1150","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1972","4748","1161","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1973","4800","1175","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1974","5122","1220","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1975","5092","1216","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1976","5101","1244","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1977","5110","1217","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1978","4843","1193","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1979","4820","1180","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1980","4772","1168","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1981","5198","1239","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1982","5164","1227","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1983","5172","1230","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1984","5146","1224","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1985","5243","1253","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1986","5428","1285","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1987","13350","2381","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1988","13229","1585","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1989","13466","2398","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1990","13532","2407","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1991","13603","2418","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1992","10517","1966","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1993","10064","1872","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1994","15279","64","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1995","58147","7600","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1996","57520","3385","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1997","45020","6052","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1998","25975","4345","2015-10-07 10:21:53","2015-10-07 10:21:53"
"1999","25979","4346","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2000","25486","4245","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2001","24776","3907","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2002","39468","5299","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2003","66527","9296","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2004","66558","9301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2005","66496","9291","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2006","66663","9333","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2007","66632","9328","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2008","66450","9271","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2009","66414","9256","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2010","66426","9261","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2011","66438","9266","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2012","66402","9251","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2013","66390","9246","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2014","66391","9246","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2015","66403","9251","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2016","66439","9266","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2017","66427","9261","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2018","66415","9256","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2019","66451","9271","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2020","66634","9328","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2021","66665","9333","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2022","66498","9291","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2023","66560","9301","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2024","66529","9296","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2025","39469","5300","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2026","24777","3907","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2027","25487","4274","2015-10-07 10:21:53","2015-10-07 10:21:53"
"2028","25980","4346","2015-10-07 10:21:53","2015-10-07 10:21:53"
